timestamp;buyer;seller;symbol;currency;price;quantity
6700;;;AMETHYSTS;SEASHELLS;10002.0;3
6900;;;AMETHYSTS;SEASHELLS;10002.0;1
6900;;;STARFRUIT;SEASHELLS;5003.0;1
7000;;;STARFRUIT;SEASHELLS;5004.0;2
7000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
7300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
7300;;;STARFRUIT;SEASHELLS;5004.0;2
7300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
7400;;;STARFRUIT;SEASHELLS;4998.0;1
7700;;;STARFRUIT;SEASHELLS;4997.0;1
8100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
8100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;11
8100;;;STARFRUIT;SEASHELLS;5004.0;1
8600;;;STARFRUIT;SEASHELLS;4998.0;1
8800;;;AMETHYSTS;SEASHELLS;9998.0;1
9200;;;STARFRUIT;SEASHELLS;5003.0;1
10300;;;AMETHYSTS;SEASHELLS;9998.0;1
10300;;;STARFRUIT;SEASHELLS;5001.0;1
10400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
10800;;SUBMISSION;AMETHYSTS;SEASHELLS;10001.0;12
11100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;4
11100;;;AMETHYSTS;SEASHELLS;9998.0;3
11300;;;STARFRUIT;SEASHELLS;4999.0;3
11400;SUBMISSION;;STARFRUIT;SEASHELLS;4999.0;2
11400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;2
11500;;;AMETHYSTS;SEASHELLS;10002.0;2
11700;SUBMISSION;;STARFRUIT;SEASHELLS;4998.0;2
11800;;;STARFRUIT;SEASHELLS;5000.0;4
11800;;;STARFRUIT;SEASHELLS;5003.0;1
12000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
12400;;;STARFRUIT;SEASHELLS;5004.0;11
12400;;SUBMISSION;STARFRUIT;SEASHELLS;5004.0;4
12500;;;STARFRUIT;SEASHELLS;4998.0;1
13000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
13000;;;STARFRUIT;SEASHELLS;5002.0;1
13200;;;AMETHYSTS;SEASHELLS;9998.0;2
13300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
13300;;;STARFRUIT;SEASHELLS;5004.0;2
13600;;;STARFRUIT;SEASHELLS;4997.0;1
13700;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;4
13900;;;STARFRUIT;SEASHELLS;5001.0;6
14200;SUBMISSION;;STARFRUIT;SEASHELLS;4998.0;1
15000;;;STARFRUIT;SEASHELLS;5003.0;2
15000;;;STARFRUIT;SEASHELLS;5003.0;8
15200;SUBMISSION;;STARFRUIT;SEASHELLS;4998.0;1
15300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
15300;;;AMETHYSTS;SEASHELLS;10002.0;1
15400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
15500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
15600;;;STARFRUIT;SEASHELLS;5003.0;2
15600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
15700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;5
15700;;;AMETHYSTS;SEASHELLS;10002.0;1
15800;;;STARFRUIT;SEASHELLS;5002.0;1
15900;SUBMISSION;;STARFRUIT;SEASHELLS;5000.0;6
16100;SUBMISSION;;STARFRUIT;SEASHELLS;5000.0;2
16200;SUBMISSION;;STARFRUIT;SEASHELLS;4998.0;1
16200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
16200;;;STARFRUIT;SEASHELLS;4998.0;1
16300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;8
16400;;;AMETHYSTS;SEASHELLS;10002.0;1
16600;;;STARFRUIT;SEASHELLS;4996.0;1
16700;;;STARFRUIT;SEASHELLS;5001.0;1
16700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
16800;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;5
18200;;;STARFRUIT;SEASHELLS;4996.0;1
18200;SUBMISSION;;STARFRUIT;SEASHELLS;4997.0;4
18300;SUBMISSION;;STARFRUIT;SEASHELLS;4999.0;25
18500;;;STARFRUIT;SEASHELLS;5000.0;1
18600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
19200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
19300;;;STARFRUIT;SEASHELLS;4996.0;1
19300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
19700;;;STARFRUIT;SEASHELLS;4997.0;1
19700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
20100;;;AMETHYSTS;SEASHELLS;10002.0;4
20100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
20200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
20300;;;STARFRUIT;SEASHELLS;4997.0;1
20400;;;STARFRUIT;SEASHELLS;4999.0;4
20500;;;AMETHYSTS;SEASHELLS;9998.0;1
20700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
20700;;;AMETHYSTS;SEASHELLS;10000.0;6
20900;;SUBMISSION;STARFRUIT;SEASHELLS;5000.0;1
21200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
21300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;8
21500;;SUBMISSION;STARFRUIT;SEASHELLS;5000.0;4
21600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;12
21700;;SUBMISSION;STARFRUIT;SEASHELLS;5000.0;8
21900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;3
22100;;;STARFRUIT;SEASHELLS;4997.0;1
22200;SUBMISSION;;AMETHYSTS;SEASHELLS;9999.0;11
22300;;SUBMISSION;STARFRUIT;SEASHELLS;5000.0;27
22400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;9
22400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
22500;;;STARFRUIT;SEASHELLS;5003.0;11
22700;;;STARFRUIT;SEASHELLS;4997.0;1
22800;;;STARFRUIT;SEASHELLS;4996.0;1
22800;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;2
23200;;;STARFRUIT;SEASHELLS;4997.0;2
23200;;;AMETHYSTS;SEASHELLS;9998.0;2
23300;;;AMETHYSTS;SEASHELLS;9998.0;1
23500;;;STARFRUIT;SEASHELLS;4998.0;1
23700;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
23700;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;8
23900;;;STARFRUIT;SEASHELLS;5002.0;1
24100;;;STARFRUIT;SEASHELLS;5001.0;1
24100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;8
24400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
24500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
24500;SUBMISSION;;STARFRUIT;SEASHELLS;4998.0;2
24500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;2
24600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;2
24600;;;STARFRUIT;SEASHELLS;5001.0;5
24900;;;STARFRUIT;SEASHELLS;4999.0;4
24900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
25100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
25200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;5
25200;;;STARFRUIT;SEASHELLS;5001.0;1
25200;;;AMETHYSTS;SEASHELLS;10002.0;1
25200;;;AMETHYSTS;SEASHELLS;9998.0;3
25300;;;STARFRUIT;SEASHELLS;4995.0;1
25600;SUBMISSION;;STARFRUIT;SEASHELLS;4998.0;38
25700;;SUBMISSION;AMETHYSTS;SEASHELLS;10001.0;4
25800;;;STARFRUIT;SEASHELLS;4995.0;1
25800;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;4
26000;;;STARFRUIT;SEASHELLS;4995.0;5
26000;;;STARFRUIT;SEASHELLS;4995.0;2
26300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
26400;;;STARFRUIT;SEASHELLS;4994.0;1
26600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
26900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
27300;;;STARFRUIT;SEASHELLS;4996.0;1
27600;;;AMETHYSTS;SEASHELLS;9998.0;4
27600;;;STARFRUIT;SEASHELLS;4992.0;1
27800;;;STARFRUIT;SEASHELLS;4997.0;1
27900;;SUBMISSION;STARFRUIT;SEASHELLS;4998.0;1
28200;;;STARFRUIT;SEASHELLS;4997.0;6
28200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;2
28200;;;STARFRUIT;SEASHELLS;4997.0;5
28400;;;STARFRUIT;SEASHELLS;4992.0;1
28600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
29000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;8
29000;SUBMISSION;;STARFRUIT;SEASHELLS;4990.0;1
29300;;;STARFRUIT;SEASHELLS;4995.0;2
29300;;;STARFRUIT;SEASHELLS;4995.0;10
29400;;;AMETHYSTS;SEASHELLS;10002.0;1
29400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
29400;;;STARFRUIT;SEASHELLS;4991.0;1
29700;;;STARFRUIT;SEASHELLS;4991.0;1
30000;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
30000;;;AMETHYSTS;SEASHELLS;9998.0;3
30000;;;AMETHYSTS;SEASHELLS;9998.0;1
30200;;SUBMISSION;STARFRUIT;SEASHELLS;4995.0;10
30300;;SUBMISSION;STARFRUIT;SEASHELLS;4996.0;1
30600;;;STARFRUIT;SEASHELLS;4992.0;1
30600;;;AMETHYSTS;SEASHELLS;10002.0;1
30600;;SUBMISSION;STARFRUIT;SEASHELLS;4996.0;1
31300;;;STARFRUIT;SEASHELLS;4992.0;13
31400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
31500;;SUBMISSION;STARFRUIT;SEASHELLS;4995.0;28
31600;;;STARFRUIT;SEASHELLS;4997.0;1
31900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
32400;;;STARFRUIT;SEASHELLS;4991.0;1
32500;;;STARFRUIT;SEASHELLS;4991.0;1
32600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
32600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
32600;;;STARFRUIT;SEASHELLS;4997.0;2
32800;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;9
33000;;;AMETHYSTS;SEASHELLS;10002.0;6
33100;;;STARFRUIT;SEASHELLS;4991.0;1
33200;SUBMISSION;;STARFRUIT;SEASHELLS;4991.0;10
33200;;;STARFRUIT;SEASHELLS;4990.0;1
33500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
33500;;SUBMISSION;STARFRUIT;SEASHELLS;4994.0;1
33600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;6
33800;;;STARFRUIT;SEASHELLS;4994.0;3
34000;;;STARFRUIT;SEASHELLS;4990.0;1
34000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
34100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;3
34200;;;STARFRUIT;SEASHELLS;4991.0;9
34300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
34500;SUBMISSION;;STARFRUIT;SEASHELLS;4991.0;5
34600;;;STARFRUIT;SEASHELLS;4990.0;1
35000;;SUBMISSION;STARFRUIT;SEASHELLS;4997.0;1
35000;;SUBMISSION;STARFRUIT;SEASHELLS;4994.0;13
35000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
35100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;3
35300;;;STARFRUIT;SEASHELLS;4998.0;1
35400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;3
35400;;;STARFRUIT;SEASHELLS;4997.0;1
35800;;;STARFRUIT;SEASHELLS;4994.0;2
36100;;;AMETHYSTS;SEASHELLS;10002.0;1
36100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;8
36200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
36400;;;STARFRUIT;SEASHELLS;4998.0;1
36500;;;STARFRUIT;SEASHELLS;4994.0;2
37300;;;STARFRUIT;SEASHELLS;4992.0;1
37300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;10
37400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
37500;;;STARFRUIT;SEASHELLS;4991.0;1
37500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
37800;;;STARFRUIT;SEASHELLS;4991.0;1
38000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
38400;;;STARFRUIT;SEASHELLS;4993.0;6
38500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
38600;;;STARFRUIT;SEASHELLS;4991.0;1
38600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
38800;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;8
39200;;;AMETHYSTS;SEASHELLS;9998.0;1
39200;;;STARFRUIT;SEASHELLS;4997.0;1
39400;;;STARFRUIT;SEASHELLS;4998.0;1
39400;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
39500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
40300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
40500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
40500;SUBMISSION;;STARFRUIT;SEASHELLS;4993.0;1
40900;;;AMETHYSTS;SEASHELLS;9998.0;1
40900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;11
40900;SUBMISSION;;STARFRUIT;SEASHELLS;4993.0;1
41000;SUBMISSION;;STARFRUIT;SEASHELLS;4992.0;1
41100;SUBMISSION;;STARFRUIT;SEASHELLS;4992.0;2
41100;SUBMISSION;;STARFRUIT;SEASHELLS;4991.0;1
41400;SUBMISSION;;STARFRUIT;SEASHELLS;4993.0;4
41500;;;STARFRUIT;SEASHELLS;4995.0;5
41700;;;STARFRUIT;SEASHELLS;4990.0;1
41900;;;STARFRUIT;SEASHELLS;4996.0;1
41900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;4
42000;;;STARFRUIT;SEASHELLS;4995.0;5
42000;;;STARFRUIT;SEASHELLS;4990.0;1
42200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
42300;SUBMISSION;;STARFRUIT;SEASHELLS;4991.0;7
42400;;;STARFRUIT;SEASHELLS;4990.0;1
42500;SUBMISSION;;STARFRUIT;SEASHELLS;4992.0;1
42500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;9
42500;;;AMETHYSTS;SEASHELLS;10002.0;3
42500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
42600;SUBMISSION;;AMETHYSTS;SEASHELLS;9999.0;2
42600;SUBMISSION;;STARFRUIT;SEASHELLS;4992.0;2
42900;;;STARFRUIT;SEASHELLS;4995.0;2
42900;;SUBMISSION;AMETHYSTS;SEASHELLS;10004.0;2
43500;;;STARFRUIT;SEASHELLS;4990.0;1
43900;;;AMETHYSTS;SEASHELLS;10002.0;4
44100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
44500;;SUBMISSION;STARFRUIT;SEASHELLS;4995.0;1
44800;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
45000;;;AMETHYSTS;SEASHELLS;10002.0;1
45400;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
45400;;;STARFRUIT;SEASHELLS;4988.0;1
45500;SUBMISSION;;STARFRUIT;SEASHELLS;4990.0;3
45700;SUBMISSION;;STARFRUIT;SEASHELLS;4990.0;18
45800;;;STARFRUIT;SEASHELLS;4986.0;1
45900;;;AMETHYSTS;SEASHELLS;10004.0;1
45900;;;STARFRUIT;SEASHELLS;4993.0;2
45900;;SUBMISSION;AMETHYSTS;SEASHELLS;10004.0;1
46600;;;STARFRUIT;SEASHELLS;4987.0;2
46600;SUBMISSION;;AMETHYSTS;SEASHELLS;9999.0;2
46900;;SUBMISSION;STARFRUIT;SEASHELLS;4992.0;1
47100;;;STARFRUIT;SEASHELLS;4988.0;4
47100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
47200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
47300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
47500;;;AMETHYSTS;SEASHELLS;10002.0;4
48000;;SUBMISSION;STARFRUIT;SEASHELLS;4990.0;39
48100;SUBMISSION;;AMETHYSTS;SEASHELLS;9999.0;2
48100;;;STARFRUIT;SEASHELLS;4989.0;1
48300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
48500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
48600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
48600;;;STARFRUIT;SEASHELLS;4989.0;1
48600;;;STARFRUIT;SEASHELLS;4990.0;1
49000;;;STARFRUIT;SEASHELLS;4988.0;1
49200;;;STARFRUIT;SEASHELLS;4994.0;1
49300;;;STARFRUIT;SEASHELLS;4988.0;1
49400;;;STARFRUIT;SEASHELLS;4992.0;5
49400;;;STARFRUIT;SEASHELLS;4992.0;9
49500;;;STARFRUIT;SEASHELLS;4994.0;6
49600;;;STARFRUIT;SEASHELLS;4992.0;1
49800;SUBMISSION;;STARFRUIT;SEASHELLS;4988.0;5
49900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
49900;;;STARFRUIT;SEASHELLS;4993.0;2
49900;;;AMETHYSTS;SEASHELLS;9998.0;6
50400;SUBMISSION;;STARFRUIT;SEASHELLS;4988.0;2
50400;;;AMETHYSTS;SEASHELLS;9998.0;1
50600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
50600;SUBMISSION;;STARFRUIT;SEASHELLS;4986.0;8
50600;SUBMISSION;;STARFRUIT;SEASHELLS;4989.0;1
50600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
50800;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;5
51300;SUBMISSION;;STARFRUIT;SEASHELLS;4988.0;13
51600;;;STARFRUIT;SEASHELLS;4992.0;2
51600;;;AMETHYSTS;SEASHELLS;10002.0;1
51700;SUBMISSION;;AMETHYSTS;SEASHELLS;9999.0;11
51700;SUBMISSION;;STARFRUIT;SEASHELLS;4986.0;4
51900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;5
52100;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;8
52300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
52300;;;STARFRUIT;SEASHELLS;4990.0;1
52500;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
52600;;;STARFRUIT;SEASHELLS;4988.0;4
52700;;;STARFRUIT;SEASHELLS;4985.0;1
52900;;SUBMISSION;AMETHYSTS;SEASHELLS;10001.0;6
53000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
53600;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;9
53800;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;3
53900;;;STARFRUIT;SEASHELLS;4992.0;2
53900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
54100;;;AMETHYSTS;SEASHELLS;9998.0;1
54100;SUBMISSION;;STARFRUIT;SEASHELLS;4987.0;1
54300;;;STARFRUIT;SEASHELLS;4991.0;1
54300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
54300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;3
54600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;3
54700;SUBMISSION;;STARFRUIT;SEASHELLS;4986.0;4
55000;;;STARFRUIT;SEASHELLS;4984.0;1
55100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
55100;;SUBMISSION;STARFRUIT;SEASHELLS;4990.0;2
55200;;;STARFRUIT;SEASHELLS;4985.0;1
55200;SUBMISSION;;STARFRUIT;SEASHELLS;4985.0;4
55300;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
55500;;SUBMISSION;STARFRUIT;SEASHELLS;4990.0;1
55700;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
55700;;;STARFRUIT;SEASHELLS;4985.0;1
56300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
56700;;;STARFRUIT;SEASHELLS;4987.0;2
56800;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
57200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
57200;;SUBMISSION;STARFRUIT;SEASHELLS;4989.0;1
57500;;SUBMISSION;STARFRUIT;SEASHELLS;4989.0;5
57800;;;AMETHYSTS;SEASHELLS;9998.0;1
57900;;;STARFRUIT;SEASHELLS;4987.0;2
57900;;;AMETHYSTS;SEASHELLS;10000.0;2
57900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
58000;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;4
58000;;SUBMISSION;STARFRUIT;SEASHELLS;4988.0;12
58100;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;3
58400;SUBMISSION;;STARFRUIT;SEASHELLS;4985.0;15
58600;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
58800;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;12
59100;;SUBMISSION;STARFRUIT;SEASHELLS;4987.0;1
59100;;SUBMISSION;AMETHYSTS;SEASHELLS;10001.0;1
59300;;;STARFRUIT;SEASHELLS;4983.0;1
59500;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;5
60000;;;AMETHYSTS;SEASHELLS;9998.0;2
60000;;SUBMISSION;STARFRUIT;SEASHELLS;4987.0;1
60000;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
60200;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;8
60200;;SUBMISSION;STARFRUIT;SEASHELLS;4987.0;3
60200;;;STARFRUIT;SEASHELLS;4987.0;1
60700;;;STARFRUIT;SEASHELLS;4988.0;1
60800;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;10
60800;;;STARFRUIT;SEASHELLS;4983.0;1
61200;;;STARFRUIT;SEASHELLS;4986.0;2
61700;;;STARFRUIT;SEASHELLS;4982.0;1
61900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;1
61900;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
61900;;SUBMISSION;STARFRUIT;SEASHELLS;4986.0;2
62000;;SUBMISSION;STARFRUIT;SEASHELLS;4987.0;1
62200;;;AMETHYSTS;SEASHELLS;10002.0;4
62300;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;2
62900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;4
63000;;SUBMISSION;STARFRUIT;SEASHELLS;4986.0;28
63000;;;STARFRUIT;SEASHELLS;4989.0;1
63100;;;STARFRUIT;SEASHELLS;4984.0;1
63400;;;STARFRUIT;SEASHELLS;4988.0;5
63600;;;STARFRUIT;SEASHELLS;4988.0;1
63800;;;STARFRUIT;SEASHELLS;4983.0;1
63900;SUBMISSION;;AMETHYSTS;SEASHELLS;9998.0;12
64000;;;AMETHYSTS;SEASHELLS;9998.0;1
64000;SUBMISSION;;STARFRUIT;SEASHELLS;4983.0;1
64200;SUBMISSION;;AMETHYSTS;SEASHELLS;9996.0;2
64200;;;AMETHYSTS;SEASHELLS;9996.0;1
64400;;;AMETHYSTS;SEASHELLS;9998.0;4
64500;;;AMETHYSTS;SEASHELLS;9998.0;1
65000;;;AMETHYSTS;SEASHELLS;9998.0;1
65100;SUBMISSION;;AMETHYSTS;SEASHELLS;9996.0;1
65100;;;AMETHYSTS;SEASHELLS;9996.0;2
65200;;SUBMISSION;STARFRUIT;SEASHELLS;4988.0;1
65300;;SUBMISSION;AMETHYSTS;SEASHELLS;10001.0;2
65400;;;STARFRUIT;SEASHELLS;4986.0;3
66000;;;AMETHYSTS;SEASHELLS;9998.0;1
66200;;SUBMISSION;AMETHYSTS;SEASHELLS;10002.0;1
66300;;;STARFRUIT;SEASHELLS;4988.0;1
66900;;;STARFRUIT;SEASHELLS;4989.0;1
67100;;;STARFRUIT;SEASHELLS;4990.0;9
67200;;;STARFRUIT;SEASHELLS;4984.0;1
67300;;;AMETHYSTS;SEASHELLS;9998.0;5
67500;;;STARFRUIT;SEASHELLS;4983.0;1
67600;;;STARFRUIT;SEASHELLS;4990.0;12
68000;SUBMISSION;;STARFRUIT;SEASHELLS;4986.0;6
68100;;;AMETHYSTS;SEASHELLS;9998.0;2
68200;;;STARFRUIT;SEASHELLS;4989.0;1
68300;;;STARFRUIT;SEASHELLS;4989.0;1
